Version,id
1.48,865959873
1.49,866675889
1.51,868931076
1.52,869055051
1.53,870183493
1.54,870369535
1.55,870883870
1.56,871192859
1.57,871436973
1.58,871512632
1.60,871745413
1.61,872426091
1.62,872911147
1.63,873353033
1.65,873718284
1.66,874572187
1.67,875134346
1.68,875687170
1.69,875857336
1.70,876166489
1.71,876534597
1.72,876647056
1.73,876757633
1.74,876922558
1.75,877067674
1.76,877679588
1.80,877992372
