Version,id
8.12.4,867656360
8.12.5,867869045
8.12.6,868067044
8.12.7,868259817
8.12.8,868418788
8.13.0,868523570
8.14.0,868904150
8.14.1,869039382
8.14.2,869426824
8.14.3,869484866
8.14.4,869646991
8.14.5,869895884
8.14.6,869975854
8.14.7,870049332
8.14.8,870218327
8.14.9,870456572
8.14.10,870617744
8.14.11,870757336
8.14.12,870956217
8.14.13,871268840
8.14.14,871493725
8.15.0,872133673
8.15.1,872320197
